91	1467
76	1231
78	1233
72	1222
72	1248
638	1341
86	1222
77	1283
73	1227
73	1696
72	1242
71	1382
72	1336
72	1216
72	1842
75	1251
75	1254
80	1276
77	1221
80	1218
73	1316
76	1216
71	1216
72	1216
71	2300
75	1352
76	1224
79	1220
77	1239
77	1218
75	1223
75	1259
77	1354
73	1860
75	1230
77	1236
75	1244
74	1274
74	1236
78	1226
74	1230
74	5810
77	1297
74	1235
77	1241
77	1217
74	1240
75	1219
75	1280
76	1218
80	3078
77	1238
78	1236
91	1231
77	1275
77	1396
77	1223
72	1224
319	2340
80	1218
75	1273
78	1229
248	1338
95	1724
83	1264
84	1231
79	2211
86	1411
77	1217
81	1218
75	1217
78	1268
77	1926
76	1217
78	2140
80	1249
78	1222
78	1326
79	1332
77	1288
77	1401
78	1241
78	1251
78	1234
81	1248
78	1309
78	1235
262	1785
76	1229
77	1228
75	1223
77	1217
75	1268
76	1959
81	1236
79	1221
75	1223
75	1220
75	1222
76	1277
77	1492
77	1233
78	1859
78	1562
78	1234
77	1278
76	1317
77	1389
77	1764
77	1241
74	1271
80	2107
80	1232
81	1976
136	33534
78	1241
78	1239
77	2501
76	1243
75	1227
73	1230
73	1226
75	1227
72	1288
82	1345
82	1232
78	1933
79	1911
72	1217
69	1217
71	1215
70	1221
69	1352
72	1430
76	1508
80	1359
76	1325
73	1217
73	2492
76	1322
74	1324
73	1452
75	1463
76	1328
77	2179
78	1219
75	1220
76	1241
75	1217
74	1795
77	1342
125	1216
74	1219
74	1853
78	1221
77	1266
75	1217
75	1358
76	1216
74	1238
75	1224
73	1219
73	1217
73	1887
78	1369
76	1241
77	1346
77	1229
75	1229
76	2392
75	1335
73	1225
77	1216
72	1223
74	1566
84	1277
82	1285
76	1285
76	1217
77	1220
74	1294
75	1297
76	1305
74	1224
70	1263
70	1250
71	1292
72	1220
72	1227
78	1218
72	4406
78	1231
76	1228
73	1222
72	1226
74	1260
73	1227
77	1392
75	1402
75	2476
78	1232
77	1311
76	1233
76	1349
76	1480
75	1233
83	1228
74	1248
75	1238
80	1375
78	1239
75	1228
78	1243
78	1278
74	1227
78	1253
73	1233
72	1364
72	1891
77	1240
74	1771
78	1292
84	1548
79	1374
74	1261
75	1236
71	1248
78	1807
77	1288
75	1233
79	1330
79	1239
76	1336
75	1251
78	1251
75	1249
76	1252
75	2133
78	1260
75	1252
77	1241
76	2676
76	1232
217	1228
79	1235
77	2364
79	1261
80	1241
77	1227
75	1395
