140	118
107	116
107	116
107	133
108	116
106	116
106	115
106	120
106	115
106	115
106	209
107	115
107	116
106	115
107	116
108	140
108	116
107	115
106	115
108	115
107	115
107	115
107	115
156	116
109	116
109	116
106	115
107	115
107	115
106	115
107	116
245	116
109	116
109	116
110	116
109	116
106	116
107	116
112	115
107	116
107	115
107	115
127	116
109	115
108	115
107	116
110	116
107	116
109	116
108	115
112	281
108	118
138	115
108	115
107	116
110	116
107	116
108	116
107	115
112	116
107	115
106	116
107	116
109	115
107	116
107	115
107	116
109	116
107	115
107	115
175	115
305	116
110	116
112	118
112	115
110	116
110	116
113	118
244	200
113	126
113	125
111	120
112	118
113	182
133	116
111	116
110	116
130	119
262	116
109	115
108	116
106	151
113	116
107	116
108	116
109	120
108	116
110	116
109	116
108	117
107	116
108	116
105	115
106	115
107	115
106	115
106	116
105	115
106	115
105	115
107	116
106	115
106	116
104	115
105	115
105	115
105	268
140	593
485	661
112	116
109	283
118	116
109	116
108	116
132	116
107	116
109	115
108	115
114	115
108	116
109	116
109	116
108	128
106	115
106	115
106	116
105	123
106	115
106	115
106	116
105	116
118	116
108	115
107	116
108	115
111	173
107	116
107	116
107	115
112	116
106	115
107	116
107	115
110	116
108	115
107	300
109	151
111	115
108	116
109	116
108	158
526	124
111	203
109	118
113	119
109	126
114	141
113	118
114	116
114	118
112	137
116	121
114	123
109	116
110	935
145	116
109	347
113	116
133	116
111	115
110	116
109	116
131	116
110	116
110	116
110	116
154	116
110	116
110	116
111	116
124	116
110	116
110	115
110	116
172	116
111	116
109	116
111	116
311	116
110	259
109	116
109	116
109	116
111	116
161	136
110	116
108	116
109	116
109	115
109	116
109	116
108	115
108	115
120	116
110	116
111	116
111	116
389	116
109	115
109	116
129	116
107	116
110	116
109	115
868	116
120	115
109	116
109	116
106	115
128	146
131	116
109	116
108	116
113	115
109	115
108	116
107	116
110	116
107	115
108	116
108	196
112	116
107	116
108	116
107	116
108	130
106	116
105	115
105	116
106	123
