872	142
287	87
253	86
246	85
247	86
399	111
382	115
314	88
259	87
255	86
273	88
258	127
259	85
256	85
251	88
246	84
380	119
370	118
363	118
371	118
369	119
356	114
377	111
381	117
387	111
357	85
251	86
253	105
872	106
333	85
405	116
365	113
385	114
369	116
366	110
256	86
353	85
362	113
389	111
364	85
254	85
250	106
459	222
367	86
271	87
389	86
261	85
254	100
280	86
264	87
265	87
261	86
270	86
250	85
249	86
250	85
250	86
250	86
250	85
366	104
422	117
373	120
380	121
261	89
379	118
380	122
381	121
380	119
387	113
273	87
251	86
248	85
249	85
265	86
256	86
369	114
370	112
278	88
390	119
399	104
265	87
259	87
257	86
259	86
253	86
255	111
261	86
256	87
371	114
387	111
402	86
253	85
248	85
248	85
248	85
248	85
248	85
248	85
375	100
383	116
269	87
257	85
253	85
252	85
254	85
250	85
253	85
424	109
397	122
357	86
264	87
259	86
252	85
251	85
249	85
249	85
248	85
248	85
248	85
248	85
338	86
495	88
642	168
362	106
408	110
267	86
254	88
253	88
254	85
255	85
382	114
267	86
394	116
366	114
387	110
412	117
407	116
404	104
414	519
527	113
261	86
266	85
253	85
257	86
377	109
296	86
254	85
253	87
256	85
252	85
267	86
250	85
248	85
248	85
248	85
248	85
309	86
480	113
302	87
262	85
265	85
268	86
258	85
386	117
379	120
385	118
386	116
374	120
369	114
399	109
377	118
258	86
431	108
255	86
397	96
282	133
457	101
333	106
262	86
263	85
252	85
249	85
248	85
251	85
263	86
281	106
402	88
264	91
430	87
258	86
246	85
249	85
249	85
248	85
259	85
252	85
249	85
248	85
248	85
525	116
928	116
258	85
250	85
252	85
305	106
439	135
339	86
371	114
366	186
260	87
249	85
245	85
245	85
245	85
245	85
251	85
266	85
246	122
357	106
406	110
376	121
384	120
263	86
490	116
387	116
371	118
377	121
384	111
372	114
409	116
373	117
439	114
431	118
419	113
289	87
263	86
727	112
477	88
388	116
273	86
261	86
257	85
416	115
415	114
397	105
258	85
252	85
257	86
368	114
266	85
