68	135
47	134
47	134
47	134
47	134
47	134
47	134
47	134
47	134
47	134
47	134
47	134
47	134
47	134
47	134
47	134
47	134
47	134
47	134
47	134
47	134
47	134
47	134
47	134
47	134
47	134
47	134
47	134
47	134
47	134
47	134
47	134
47	134
47	134
47	134
47	134
47	134
47	134
47	134
47	134
48	134
48	134
48	134
48	134
48	134
48	134
48	134
48	134
66	150
48	134
48	134
48	134
47	134
48	134
48	134
48	134
48	134
48	134
48	134
48	134
48	134
48	139
68	142
48	134
48	134
48	134
48	134
48	134
48	134
48	134
48	134
48	134
48	134
48	134
48	134
47	134
48	134
48	134
48	134
48	134
48	134
48	134
48	134
48	134
48	134
48	134
47	134
48	134
48	134
48	134
48	134
48	134
48	134
47	134
48	134
48	134
47	134
48	134
48	134
48	134
75	155
48	134
48	134
47	134
48	134
47	134
47	134
47	134
47	134
48	134
47	134
47	134
48	134
47	134
47	134
47	134
47	134
48	134
47	134
47	134
47	134
48	134
47	134
47	134
47	134
48	134
47	134
48	134
48	134
48	134
47	134
48	134
48	134
48	134
48	134
47	134
47	134
47	134
47	134
47	134
47	134
47	134
48	134
48	134
47	134
47	134
47	134
47	134
47	134
47	134
48	134
46	134
46	134
46	134
46	134
46	134
46	134
46	134
46	134
46	134
48	134
46	134
46	134
46	134
46	134
46	134
46	134
46	134
46	134
46	134
46	134
46	134
46	134
46	134
46	134
46	134
46	134
46	134
46	134
46	134
46	134
46	134
46	134
46	134
46	134
46	134
47	134
46	134
46	134
46	134
46	134
46	134
46	134
46	134
46	134
46	134
46	134
46	134
46	134
46	134
47	134
46	134
46	155
46	134
46	134
46	134
46	134
46	134
46	134
46	134
46	134
46	134
46	134
46	134
46	134
50	134
46	153
46	134
47	134
46	134
46	134
46	134
46	134
46	134
46	134
46	134
46	134
46	134
46	134
46	134
46	134
46	134
46	134
46	134
46	134
46	134
46	134
46	134
46	134
46	134
46	134
46	134
46	134
46	134
46	134
46	134
46	134
46	134
46	134
46	134
